Customer_Key,Recency,Frequency,Monetary,RFM_Score,Churn_Risk,Predicted_Risk_Label,Recommended_Intervention
TADEPALLI_ANDHRA PRADESH,17,4,3380.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TADIGADAPA,VIJAYAWADA_ANDHRA PRADESH",24,4,2307.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TADIPATRI_ANDHRA PRADESH,4,5,3265.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TADONG_SIKKIM,6,5,2741.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TADPATRI_ANDHRA PRADESH,13,18,15557.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TAGARAPUVALASA ,VISAKAPATNAM_ANDHRA PRADESH",60,1,329.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TAJ NAGRI PHASE 2  AGRA_UTTAR PRADESH,74,1,368.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TAKHATPUR,DIST - BILASPUR_CHHATTISGARH",16,1,387.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TAKHATPUR_CHHATTISGARH,24,5,4954.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAKI_WEST BENGAL,80,1,349.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TAL -NEWASA DIST- AHMEDNAGAR_MAHARASHTRA,3,1,387.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TAL-ALIBAG, DIST - RAIGAD, PIN 402201_MAHARASHTRA",44,1,899.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TAL. SHAHAPUR, DIST. THANE_MAHARASHTRA",54,1,735.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALAJA_GUJARAT,16,1,599.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALALA_GUJARAT,35,2,967.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALASARI_MAHARASHTRA,13,6,3528.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALA_MAHARASHTRA,75,5,4819.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALCHER THERMAL POWER STATION TOWNSHIP_ODISHA,29,1,399.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TALCHER,ANGUL_ODISHA",57,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALCHER_ODISHA,28,4,3110.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALEGAON DABHADE PUNE_MAHARASHTRA,55,1,845.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALEGAON DABHADE_MAHARASHTRA,7,23,19139.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALEGAON DHAMDHERE BAZAARMAIDAAN_MAHARASHTRA,34,1,696.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALEGAON MIDC_MAHARASHTRA,13,14,9872.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALEGAON STATION_MAHARASHTRA,77,1,916.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALEGAON_MAHARASHTRA,2,2,1064.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALEGÃ ON DABHADE PUNE_MAHARASHTRA,13,1,899.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALEIGAO  PANAJI_GOA,66,1,463.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALEIGAO_GOA,24,2,1633.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALIEGAO_GOA,8,1,432.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALIKKULAM_KERALA,25,6,3982.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALIKOTA_KARNATAKA,68,2,1532.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALIPADY_KARNATAKA,3,2,735.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALIPARAMBA KANNUR_KERALA,59,2,2000.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALIPARAMBA_KERALA,9,14,8911.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALLADA_TELANGANA,25,1,899.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALLAPUDI_ANDHRA PRADESH,63,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALODA_MAHARASHTRA,24,3,2123.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALUKA KALYAN DISTRICT THANE_MAHARASHTRA,5,1,699.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TALUKA-SHAHAPUR , DIST- THANE_MAHARASHTRA",32,1,825.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALWANDI SABO_PUNJAB,34,1,885.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TALWARA_JAMMU & KASHMIR,28,1,1299.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TALWARA_PUNJAB,21,2,1249.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAMBARAM CHENNAI_TAMIL NADU,74,1,495.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TAMBARAM_TAMIL NADU,30,4,1572.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAMIA_MADHYA PRADESH,81,1,684.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TAMLUK_WEST BENGAL,47,5,2605.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAMNAR_CHHATTISGARH,63,3,1762.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANAKPUR_UTTARAKHAND,4,8,5453.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANALOOR_KERALA,25,1,376.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TANALUR_KERALA,56,1,518.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TANDA AMBEDKAR NAGAR DISTRICT_UTTAR PRADESH,24,4,3281.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANDA RAMPUR DISTRICT_UTTAR PRADESH,46,1,574.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TANDA_PUNJAB,57,1,540.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TANDUR_TELANGANA,39,7,5339.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TANGI, CUTTACK_ODISHA",12,4,2955.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANGI_ODISHA,19,4,2819.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANGUTUR_ANDHRA PRADESH,4,5,3464.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANJAVUR_TAMIL NADU,19,2,946.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TANUKU_ANDHRA PRADESH,12,19,10085.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAORU_HARYANA,58,3,1571.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAPAN_WEST BENGAL,38,2,1418.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TAPOVAN LAXMAN JHULA RISHIKESH_UTTARAKHAND,7,1,1315.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TARABGANJ_UTTAR PRADESH,47,1,568.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TARAKESWAR_WEST BENGAL,47,3,2218.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TARANAGAR_RAJASTHAN,19,4,4735.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TARANTARAN_PUNJAB,64,2,2402.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TARAORI_HARYANA,55,3,1909.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TARAPUR_MAHARASHTRA,16,3,1053.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TARBHA_ODISHA,49,2,399.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TARIKERE_KARNATAKA,22,9,6031.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TARNAKA, HYDERABAD_TELANGANA",83,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TARNTARAN_PUNJAB,35,1,545.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TASAWADE MIDC_MAHARASHTRA,87,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TATHAWADE  PUNE_MAHARASHTRA,71,1,359.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TATTILLI_KARNATAKA,19,2,1390.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TCPIMPRI CHINCHWAD_MAHARASHTRA,9,2,897.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEGHRA_BIHAR,78,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TEH. DHARAMSHALA_HIMACHAL PRADESH,88,1,1245.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TEH. PHAGWARA DISTT. KAPURTHALA_PUNJAB,24,11,8383.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEHATTA_WEST BENGAL,17,1,450.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TEHRI_UTTARAKHAND,29,7,3583.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TEHSIL - SIKANDRABAD, DISTRICT - BULANDSHAHR_UTTAR PRADESH",34,2,1371.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEKANPUR GWALIOR_MADHYA PRADESH,47,1,475.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TEKANPUR_MADHYA PRADESH,78,1,563.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TEKKALI, SRIKAKULAM_ANDHRA PRADESH",70,1,1149.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TEKKALI_ANDHRA PRADESH,4,2,1112.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEKULAPALLI_TELANGANA,42,1,625.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TELENI PARA_WEST BENGAL,22,2,1271.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TELHARA_MAHARASHTRA,24,3,1688.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TENALI, GUNTUR DISTRICT_ANDHRA PRADESH",49,5,4380.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TENALI_ANDHRA PRADESH,5,20,12459.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TENKASI_TAMIL NADU,7,32,19568.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEOK_ASSAM,39,2,1852.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TERDAL_KARNATAKA,20,3,2305.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEZPUR CHANDMARI_ASSAM,87,1,699.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TEZPUR, MAJGAON_ASSAM",7,3,1067.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEZPUR_ASSAM,2,42,29391.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TEZU_ARUNACHAL PRADESH,25,6,4841.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THAIKATTUSSERY_KERALA,35,7,5634.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"THAIKKATTUKARA P O, ALUVA_KERALA",75,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THAIYUR, KELAMBAKKAM_TAMIL NADU",88,2,800.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THAKURGANJ_BIHAR,89,2,2066.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"THAKURLI EAST,KALYAN_MAHARASHTRA",36,2,545.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THAKURLI EAST_MAHARASHTRA,13,1,999.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THAKURLI, DIST THANE_MAHARASHTRA",58,2,1609.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THAKURLI_MAHARASHTRA,19,2,1671.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THALAKKULATHUR_KERALA,63,3,1365.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THALASSERY_KERALA,2,33,20800.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THALAYOLAPARAMBU_KERALA,81,1,1173.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THALLAPALEM_ANDHRA PRADESH,1,1,845.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THALLAREVU_ANDHRA PRADESH,67,1,758.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THALLUR_ANDHRA PRADESH,58,1,922.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THALORE THRISSUR_KERALA,71,1,518.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANA_MAHARASHTRA,43,2,990.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE ( MIRA BHAYANDER)_MAHARASHTRA,83,1,725.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE (W)_MAHARASHTRA,12,7,5045.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE (WEST)_MAHARASHTRA,19,2,1929.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE - MUMBAI_MAHARASHTRA,81,1,588.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE - WEST_MAHARASHTRA,26,4,3043.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE 400602_MAHARASHTRA,67,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE BHAYANDERWEST_MAHARASHTRA,78,1,362.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE CENTRAL_MAHARASHTRA,25,1,899.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE DIST_MAHARASHTRA,83,5,3123.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE EAST_MAHARASHTRA,23,8,3753.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE MUMBAI_MAHARASHTRA,71,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THANE WEST ,MAJIWADE_MAHARASHTRA",71,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THANE WEST, MUMBAI_MAHARASHTRA",85,2,995.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE WEST_MAHARASHTRA,2,67,43353.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE(NEAR KALYAN)_MAHARASHTRA,34,1,825.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THANE(W), THANE_MAHARASHTRA",7,1,845.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE(W)_MAHARASHTRA,41,2,1067.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THANE, DIVA_MAHARASHTRA",13,1,376.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THANE, MIRAROAD EAST_MAHARASHTRA",74,1,599.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THANE, MUMBAI_MAHARASHTRA",87,1,353.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE- 401107_MAHARASHTRA,15,1,1399.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE-(W)_MAHARASHTRA,59,1,666.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE-WEST_MAHARASHTRA,34,1,560.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE.  MUMBRA_MAHARASHTRA,67,1,291.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE. WEST_MAHARASHTRA,53,1,979.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THANE:421302_MAHARASHTRA,21,2,2884.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANE_MAHARASHTRA,1,1615,1015128.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANJAVUR_TAMIL NADU,5,63,41426.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THANK_MAHARASHTRA,28,1,625.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THARAMANGALAM_TAMIL NADU,63,1,517.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THARANGAMBADI_TAMIL NADU,60,1,435.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THARIAL_PUNJAB,30,2,1114.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THATIPAKA_ANDHRA PRADESH,43,2,2067.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THAZHAKARA_KERALA,65,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THAZHECODE_KERALA,85,1,432.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THAZHUTHALA_KERALA,1,8,5304.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THEKASHU PT II_ASSAM,29,1,850.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THEKKUMKARA_KERALA,67,1,368.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THENHIPALAM, MALAPPURAM_KERALA",75,1,744.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THENHIPPALAM_KERALA,64,2,1474.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THENI ALLINAGARAM_TAMIL NADU,3,11,8792.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THENI DISTRICT_TAMIL NADU,58,1,376.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THENI_TAMIL NADU,26,14,7543.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THENNALA_KERALA,14,2,1119.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THEOG_HIMACHAL PRADESH,54,1,664.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THERGAON_MAHARASHTRA,84,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIKKANAMCODE_TAMIL NADU,16,2,1183.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIKKODY_KERALA,5,5,3704.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"THILASPET,PUDUCHERRY_PUDUCHERRY",26,1,435.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIMMARAYAGOWDA LAYOUT BANASHANKARI 3RD STATGE_KARNATAKA,71,1,352.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIROOR_KERALA,53,1,529.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRTHAHALLI_KARNATAKA,68,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUCHENGODE_TAMIL NADU,30,2,3205.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUCHENTUR_TAMIL NADU,22,1,499.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THIRUGOKARNAM, PUDUKKOTTAI_TAMIL NADU",81,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUKAZUKUNDERAM_TAMIL NADU,60,1,635.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUMALAIRAYAN PATTINAM_PUDUCHERRY,39,1,382.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUMANGALAM_TAMIL NADU,15,5,3430.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"THIRUNAGAR, MADURAI_TAMIL NADU",64,1,725.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUNAGESWARAM_TAMIL NADU,25,3,1171.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUNINRAVUR_TAMIL NADU,60,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUPARANKUNDRAM_TAMIL NADU,49,1,1338.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUPATHI_ANDHRA PRADESH,43,1,832.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUPPARANKUNDRAM_TAMIL NADU,26,1,486.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUPPARANKUNDRAN_TAMIL NADU,15,1,449.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUPPORUR_TAMIL NADU,33,1,1238.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUPUVANAM SIVAGANGA DISTRICT_TAMIL NADU,16,1,345.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUTHANGAL_TAMIL NADU,46,3,1467.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUTHURAIPOONDI_TAMIL NADU,29,4,3278.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVALAM_TAMIL NADU,9,6,4135.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"THIRUVALLA , PATHANAMTHITTA (DISTRICT)_KERALA",69,1,376.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THIRUVALLA, PATHANAMTHITTA_KERALA",20,2,1932.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVALLAM_KERALA,59,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVALLA_KERALA,6,47,28055.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVALLOM_KERALA,22,1,518.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVALLUR_TAMIL NADU,2,23,14075.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVANAMALAI_TAMIL NADU,59,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVANANTHAPURAM 1_KERALA,53,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVANANTHAPURAM DISTRICT_KERALA,2,2,596.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVANANTHAPURAM_KERALA,1,594,359354.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVANANTHPURAM_KERALA,2,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVANATHAPURAM_KERALA,41,2,1147.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVARAMBU_TAMIL NADU,65,1,791.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVARUR_TAMIL NADU,7,18,9548.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVERKADU_TAMIL NADU,33,2,1443.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THIRUVERUMBUR_TAMIL NADU,59,2,801.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRUVIDAIMARUDUR_TAMIL NADU,62,1,363.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THIRUVOTTIYUR,CHENNAI_TAMIL NADU",17,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THIRVALLUR DISTRICT_TAMIL NADU,5,1,1238.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THISAYANVILAI_TAMIL NADU,45,3,1743.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THODUPUZHA_KERALA,11,36,22285.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THONDI_TAMIL NADU,81,1,744.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THONGKHONG LAXMI BAZAR_MANIPUR,2,1,1268.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THOOKKANAIKAMPALAYAM_TAMIL NADU,11,1,301.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THOOTHUKKUDI_TAMIL NADU,17,31,16132.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THOOTHUKUDI 628008_TAMIL NADU,68,1,420.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THOOTHUKUDI_TAMIL NADU,15,6,4821.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THOPPIPPALA_KERALA,35,1,459.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THORAIPAKKAM, CHENNAI_TAMIL NADU",77,1,511.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THORAPADI_TAMIL NADU,58,1,486.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THORRUR_TELANGANA,42,3,1626.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THOTTADA (PO)_KERALA,80,1,1186.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THOTTADA,KANNUR,670007_KERALA",6,1,599.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THOTTADA_KERALA,27,14,7289.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THOTTIYAM_TAMIL NADU,10,5,2491.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THOUBAL_MANIPUR,13,21,18477.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRIKAKARA_KERALA,71,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THRIKAKKARA_KERALA,76,1,725.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THRIKKAKARA, KAKKANAD_KERALA",10,1,1168.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRIKKAKARA_KERALA,23,2,1470.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRIKKAKKARA_KERALA,32,1,988.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THRIKKARUVA_KERALA,62,1,432.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THRIKKODITHANAM P O, CHANGANACHERRY_KERALA",69,2,988.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"THRIPPUNITHURA , KOCHI_KERALA",5,2,1488.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRIPPUNITHURA_KERALA,5,42,30593.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRIPRAYAR_KERALA,49,1,469.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THRIPUNITHURA_KERALA,25,4,3002.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRISSUR DISTRICT_KERALA,67,1,459.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THRISSUR DT_KERALA,72,1,597.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
